-67101133	1.3760	0
-67098975	1.3430	0
-67096818	1.3200	0
-67094660	1.2700	0
-67092503	1.2570	0
-67090345	1.2180	0
-67088187	1.1810	0
-67086030	1.3080	0
-67083153	1.3590	0
-67080995	1.3870	0
-67079557	1.4200	0
-67075242	1.3840	0
-67073084	1.3240	0
-67070927	1.3160	0
-67068769	1.3190	0
-67066611	1.1280	0
-67064454	1.1390	0
-67062296	1.1260	0
-67060139	1.1930	0
-67057981	1.3790	0
-67055104	1.3770	0
-67052947	1.4300	0
-67049351	1.4010	0
-67047193	1.2740	0
-67045035	1.2000	0
-67040720	1.1400	0
-67038563	1.1670	0
-67036405	1.2210	0
-67034247	1.1810	0
-67029213	1.3780	0
-67027055	1.4030	0
-67025617	1.3640	0
-67021302	1.3070	0
-67016987	1.2830	0
-67014829	1.2430	0
-67012671	1.2380	0
-67008356	1.4580	0
-67004041	1.3780	0
-67001164	1.3020	0
-66999007	1.3450	0
-66995411	1.3170	0
-66993253	1.2550	0
-66991095	1.2830	0
-66988938	1.3690	0
-66986780	1.5280	0
-66982465	1.4270	0
-66980308	1.4700	0
-66978150	1.5130	0
-66975273	1.4340	0
-66971677	1.3120	0
-66969520	1.3910	0
-66967362	1.3350	0
-66965204	1.3010	0
-66958732	1.3360	0
-66956574	1.3910	0
-66954416	1.3950	0
-66952259	1.4240	0
-66950101	1.4540	0
-66945067	1.3300	0
-66943628	1.2750	0
-66941471	1.2230	0
-66937156	1.2540	0
-66934998	1.2880	0
-66932904	1.2990	0
-66930811	1.3230	0
-66928717	1.3200	0
-66926623	1.4470	0
-66924529	1.4610	0
-66921738	1.3960	0
-66919644	1.3040	0
-66918248	1.3460	0
-66916155	1.2390	0
-66914061	1.2880	0
-66911967	1.2650	0
-66909873	1.2260	0
-66907780	1.2450	0
-66905686	1.3210	0
-66903592	1.3550	0
-66899405	1.3880	0
-66897311	1.3870	0
-66894519	1.3290	0
-66892426	1.3320	0
-66891030	1.3770	0
-66888936	1.2970	0
-66886842	1.2590	0
-66884749	1.3490	0
-66882655	1.2890	0
-66880561	1.3670	0
-66878468	1.3630	0
-66876374	1.4250	0
-66874280	1.3410	0
-66869395	1.3670	0
-66865905	1.3430	0
-66863812	1.4150	0
-66861718	1.4330	0
-66859624	1.4480	0
-66857530	1.2360	0
-66855437	1.3820	0
-66853343	1.4140	0
-66851249	1.2780	0
-66849156	1.4230	0
-66844968	1.3080	0
-66842176	1.3770	0
-66840083	1.4400	0
-66838687	1.4020	0
-66836593	1.4250	0
-66834500	1.4610	0
-66832406	1.4530	0
-66830312	1.3830	0
-66828218	1.3670	0
-66826125	1.3590	0
-66824031	1.3180	0
-66821937	1.3440	0
-66819843	1.4500	0
-66817052	1.3750	0
-66814958	1.3510	0
-66813562	1.4720	0
-66811469	1.3240	0
-66809375	1.3840	0
-66807281	1.4550	0
-66805187	1.4140	0
-66803094	1.4740	0
-66798906	1.3510	0
-66796813	1.4490	0
-66794719	1.4330	0
-66792625	1.4010	0
-66789834	1.3810	0
-66787740	1.2870	0
-66786344	1.3220	0
-66784250	1.2920	0
-66782157	1.3790	0
-66780063	1.4010	0
-66777969	1.3690	0
-66773782	1.4440	0
-66771688	1.4170	0
-66769594	1.3660	0
-66764709	1.4880	0
-66762615	1.3630	0
-66761219	1.4550	0
-66759126	1.4710	0
-66754938	1.2790	0
-66752844	1.1710	0
-66748657	1.2910	0
-66746563	1.3330	0
-66744470	1.3510	0
-66742376	1.3050	0
-66740282	1.3280	0
-66737491	1.3740	0
-66735397	1.0800	0
-66734001	1.2650	0
-66732587	1.2360	0
-66729758	1.3060	0
-66728344	1.4080	0
-66726930	1.2960	0
-66725515	1.3990	0
-66724101	1.2920	0
